maintenance_id,failure_id,device_id,maintenance_date,engineer,issue,repair_cost,repair_time_hours,status
2634,2634,D0081,2026-03-04 15:00:00,Vikas Rao,Antenna Replacement,3182,2,Completed
2635,2635,D0081,2026-03-10 15:00:00,Anjali Nair,Antenna Replacement,2740,1,Completed
2636,2636,D0081,2026-03-10 16:00:00,Amit Kumar,Antenna Replacement,1943,2,In Progress
2637,2637,D0081,2026-03-11 11:00:00,Rohit Singh,Antenna Replacement,3175,2,Completed
2638,2638,D0081,2026-03-14 13:00:00,Rohit Singh,Firmware Update,661,2,Completed
2639,2639,D0081,2026-03-15 11:00:00,Arjun Mehta,Antenna Replacement,1962,2,In Progress
2640,2640,D0081,2026-03-15 18:00:00,Anjali Nair,Antenna Replacement,3935,2,Completed
2641,2641,D0081,2026-03-20 07:00:00,Amit Kumar,Antenna Replacement,3507,1,Completed
2642,2642,D0081,2026-03-24 17:00:00,Anjali Nair,Firmware Update,1571,2,In Progress
2643,2643,D0081,2026-03-25 14:00:00,Sneha Gupta,Firmware Update,1664,1,Completed
2644,2644,D0081,2026-03-27 12:00:00,Karan Patel,Firmware Update,941,2,Completed
2645,2645,D0081,2026-03-31 14:00:00,Vikas Rao,Firmware Update,1802,2,Completed
2646,2646,D0082,2026-01-20 23:00:00,Rohit Singh,Antenna Replacement,1862,2,In Progress
2647,2647,D0082,2026-01-21 08:00:00,Arjun Mehta,Antenna Replacement,1648,1,Completed
2648,2648,D0082,2026-01-23 06:00:00,Anjali Nair,Antenna Replacement,3912,1,Completed
2649,2649,D0082,2026-01-23 15:00:00,Neha Sharma,Firmware Update,1333,2,In Progress
2650,2650,D0082,2026-01-23 16:00:00,Rohit Singh,Firmware Update,552,1,In Progress
2651,2651,D0082,2026-01-27 21:00:00,Sneha Gupta,Antenna Replacement,1791,1,Completed
2652,2652,D0082,2026-01-29 01:00:00,Rahul Sharma,Antenna Replacement,2290,2,Completed
2653,2653,D0082,2026-01-30 11:00:00,Amit Kumar,Antenna Replacement,2693,2,In Progress
2654,2654,D0082,2026-02-06 06:00:00,Rahul Sharma,Antenna Replacement,2992,1,Completed
2655,2655,D0082,2026-02-10 14:00:00,Sneha Gupta,Firmware Update,539,1,Completed
2656,2656,D0082,2026-02-14 17:00:00,Karan Patel,Firmware Update,534,2,Completed
2657,2657,D0082,2026-02-15 06:00:00,Sneha Gupta,Antenna Replacement,2519,1,Completed
2658,2658,D0082,2026-02-15 14:00:00,Amit Kumar,Firmware Update,878,2,Completed
2659,2659,D0082,2026-02-16 15:00:00,Arjun Mehta,Firmware Update,1629,2,Completed
2660,2660,D0082,2026-02-19 10:00:00,Sneha Gupta,Antenna Replacement,3180,1,Completed
2661,2661,D0082,2026-02-20 13:00:00,Vikas Rao,Firmware Update,845,2,In Progress
2662,2662,D0082,2026-02-21 09:00:00,Arjun Mehta,Antenna Replacement,2160,2,Completed
2663,2663,D0082,2026-02-21 14:00:00,Sneha Gupta,Firmware Update,977,2,Completed
2664,2664,D0082,2026-02-25 21:00:00,Rahul Sharma,Antenna Replacement,1911,1,In Progress
2665,2665,D0082,2026-03-02 02:00:00,Anjali Nair,Antenna Replacement,2718,2,Completed
2666,2666,D0082,2026-03-07 10:00:00,Anjali Nair,Antenna Replacement,2629,1,In Progress
2667,2667,D0082,2026-03-08 17:00:00,Karan Patel,Firmware Update,1089,1,Completed
2668,2668,D0082,2026-03-08 23:00:00,Arjun Mehta,Antenna Replacement,2967,2,Completed
2669,2669,D0082,2026-03-14 07:00:00,Rahul Sharma,Antenna Replacement,1879,1,In Progress
2670,2670,D0082,2026-03-14 11:00:00,Amit Kumar,Antenna Replacement,3265,2,Completed
2671,2671,D0082,2026-03-21 23:00:00,Arjun Mehta,Antenna Replacement,3573,2,Completed
2672,2672,D0082,2026-03-24 14:00:00,Anjali Nair,Antenna Replacement,2458,1,Completed
2673,2673,D0082,2026-03-27 18:00:00,Karan Patel,Antenna Replacement,2057,2,Completed
2674,2674,D0083,2026-01-02 18:00:00,Amit Kumar,Antenna Replacement,3730,2,In Progress
2675,2675,D0083,2026-01-03 01:00:00,Amit Kumar,Antenna Replacement,3679,1,Completed
2676,2676,D0083,2026-01-04 19:00:00,Anjali Nair,Antenna Replacement,1696,1,In Progress
2677,2677,D0083,2026-01-07 03:00:00,Priya Verma,Antenna Replacement,3727,1,Completed
2678,2678,D0083,2026-01-07 08:00:00,Rohit Singh,Antenna Replacement,3090,2,Completed
2679,2679,D0083,2026-01-08 02:00:00,Vikas Rao,Antenna Replacement,2037,2,In Progress
2680,2680,D0083,2026-01-11 17:00:00,Vikas Rao,Antenna Replacement,3008,1,Completed
2681,2681,D0083,2026-01-12 13:00:00,Amit Kumar,Antenna Replacement,3606,2,Completed
2682,2682,D0083,2026-01-13 05:00:00,Vikas Rao,Antenna Replacement,2392,1,In Progress
2683,2683,D0083,2026-01-18 12:00:00,Sneha Gupta,Firmware Update,1661,1,Completed
2684,2684,D0083,2026-01-18 15:00:00,Arjun Mehta,Antenna Replacement,3853,1,Completed
2685,2685,D0083,2026-01-22 16:00:00,Neha Sharma,Antenna Replacement,2460,2,In Progress
2686,2686,D0083,2026-01-26 20:00:00,Priya Verma,Antenna Replacement,3678,1,Completed
2687,2687,D0083,2026-01-27 02:00:00,Neha Sharma,Antenna Replacement,2987,2,Completed
2688,2688,D0083,2026-01-28 02:00:00,Vikas Rao,Antenna Replacement,3875,1,In Progress
2689,2689,D0083,2026-01-28 12:00:00,Rahul Sharma,Antenna Replacement,2438,1,Completed
2690,2690,D0083,2026-02-04 17:00:00,Vikas Rao,Firmware Update,620,1,Completed
2691,2691,D0083,2026-02-13 16:00:00,Rohit Singh,Firmware Update,1351,2,Completed
2692,2692,D0083,2026-02-15 02:00:00,Anjali Nair,Antenna Replacement,2217,2,Completed
2693,2693,D0083,2026-02-16 17:00:00,Arjun Mehta,Firmware Update,513,1,Completed
2694,2694,D0083,2026-02-21 12:00:00,Sneha Gupta,Firmware Update,1949,1,Completed
2695,2695,D0083,2026-02-25 11:00:00,Arjun Mehta,Antenna Replacement,3140,1,Completed
2696,2696,D0083,2026-02-25 16:00:00,Karan Patel,Antenna Replacement,2732,2,Completed
2697,2697,D0083,2026-03-04 14:00:00,Neha Sharma,Firmware Update,1441,1,Completed
2698,2698,D0083,2026-03-04 17:00:00,Neha Sharma,Firmware Update,1261,2,Completed
2699,2699,D0083,2026-03-04 20:00:00,Priya Verma,Antenna Replacement,2149,1,Completed
2700,2700,D0083,2026-03-04 23:00:00,Neha Sharma,Antenna Replacement,1995,2,Completed
2701,2701,D0083,2026-03-06 15:00:00,Neha Sharma,Firmware Update,519,2,Completed
2702,2702,D0083,2026-03-08 07:00:00,Vikas Rao,Antenna Replacement,3111,1,In Progress
2703,2703,D0083,2026-03-09 16:00:00,Anjali Nair,Antenna Replacement,2410,2,In Progress
2704,2704,D0083,2026-03-13 01:00:00,Rahul Sharma,Antenna Replacement,2025,2,Completed
2705,2705,D0083,2026-03-15 12:00:00,Karan Patel,Antenna Replacement,2271,1,Completed
2706,2706,D0083,2026-03-16 23:00:00,Sneha Gupta,Antenna Replacement,1544,1,Completed
2707,2707,D0083,2026-03-18 13:00:00,Rahul Sharma,Firmware Update,754,2,Completed
2708,2708,D0083,2026-03-19 16:00:00,Vikas Rao,Firmware Update,1806,1,Completed
2709,2709,D0083,2026-03-24 11:00:00,Priya Verma,Antenna Replacement,3402,2,In Progress
2710,2710,D0083,2026-03-27 01:00:00,Amit Kumar,Antenna Replacement,2389,2,Completed
2711,2711,D0083,2026-03-29 15:00:00,Amit Kumar,Firmware Update,796,1,In Progress
2712,2712,D0083,2026-03-31 08:00:00,Rahul Sharma,Antenna Replacement,1841,2,Completed
2713,2713,D0084,2026-01-02 09:00:00,Rohit Singh,Antenna Replacement,3539,1,Completed
2714,2714,D0084,2026-01-03 17:00:00,Vikas Rao,Antenna Replacement,1723,2,Completed
2715,2715,D0084,2026-01-07 22:00:00,Amit Kumar,Antenna Replacement,3373,2,Completed
2716,2716,D0084,2026-01-11 16:00:00,Sneha Gupta,Firmware Update,1773,1,Completed
2717,2717,D0084,2026-01-13 14:00:00,Rohit Singh,Firmware Update,1563,1,Completed
2718,2718,D0084,2026-01-24 16:00:00,Karan Patel,Antenna Replacement,2793,2,Completed
2719,2719,D0084,2026-01-25 13:00:00,Rahul Sharma,Firmware Update,873,2,In Progress
2720,2720,D0084,2026-01-29 18:00:00,Vikas Rao,Antenna Replacement,3516,2,Completed
2721,2721,D0084,2026-01-31 14:00:00,Anjali Nair,Antenna Replacement,3314,1,Completed
2722,2722,D0084,2026-02-04 14:00:00,Rohit Singh,Antenna Replacement,2970,1,In Progress
2723,2723,D0084,2026-02-05 15:00:00,Anjali Nair,Antenna Replacement,3920,2,In Progress
2724,2724,D0084,2026-02-10 10:00:00,Priya Verma,Antenna Replacement,2871,2,Completed
2725,2725,D0084,2026-02-15 17:00:00,Neha Sharma,Antenna Replacement,2749,2,Completed
2726,2726,D0084,2026-02-18 02:00:00,Anjali Nair,Antenna Replacement,2284,2,Completed
2727,2727,D0084,2026-02-18 16:00:00,Vikas Rao,Antenna Replacement,2363,2,Completed
2728,2728,D0084,2026-02-18 23:00:00,Neha Sharma,Antenna Replacement,1500,1,In Progress
2729,2729,D0084,2026-02-20 14:00:00,Vikas Rao,Antenna Replacement,1990,2,In Progress
2730,2730,D0084,2026-02-22 02:00:00,Vikas Rao,Antenna Replacement,2347,2,In Progress
2731,2731,D0084,2026-02-26 15:00:00,Rahul Sharma,Antenna Replacement,3148,1,Completed
2732,2732,D0084,2026-03-03 05:00:00,Rahul Sharma,Antenna Replacement,2993,2,Completed
2733,2733,D0084,2026-03-04 00:00:00,Sneha Gupta,Antenna Replacement,3184,1,Completed
2734,2734,D0084,2026-03-04 15:00:00,Anjali Nair,Firmware Update,964,2,Completed
2735,2735,D0084,2026-03-05 13:00:00,Rohit Singh,Firmware Update,1422,2,In Progress
2736,2736,D0084,2026-03-05 14:00:00,Neha Sharma,Antenna Replacement,3171,1,Completed
2737,2737,D0084,2026-03-06 07:00:00,Anjali Nair,Antenna Replacement,3314,1,In Progress
2738,2738,D0084,2026-03-10 02:00:00,Anjali Nair,Antenna Replacement,2634,1,Completed
2739,2739,D0084,2026-03-10 09:00:00,Sneha Gupta,Antenna Replacement,2649,2,Completed
2740,2740,D0084,2026-03-14 02:00:00,Priya Verma,Antenna Replacement,3819,2,Completed
2741,2741,D0084,2026-03-15 16:00:00,Anjali Nair,Firmware Update,681,1,In Progress
2742,2742,D0084,2026-03-18 08:00:00,Neha Sharma,Antenna Replacement,2419,1,In Progress
2743,2743,D0084,2026-03-20 09:00:00,Anjali Nair,Antenna Replacement,2671,1,Completed
2744,2744,D0084,2026-03-21 17:00:00,Anjali Nair,Antenna Replacement,3695,2,In Progress
2745,2745,D0084,2026-03-28 20:00:00,Sneha Gupta,Antenna Replacement,2915,1,Completed
2746,2746,D0084,2026-03-30 08:00:00,Sneha Gupta,Antenna Replacement,1918,2,Completed
2747,2747,D0085,2026-01-04 13:00:00,Vikas Rao,Firmware Update,1094,1,Completed
2748,2748,D0085,2026-01-05 00:00:00,Anjali Nair,Antenna Replacement,1689,2,Completed
2749,2749,D0085,2026-01-07 12:00:00,Karan Patel,Firmware Update,1100,2,Completed
2750,2750,D0085,2026-01-16 05:00:00,Neha Sharma,Antenna Replacement,2796,2,In Progress
2751,2751,D0085,2026-01-17 23:00:00,Priya Verma,Antenna Replacement,3752,2,Completed
2752,2752,D0085,2026-01-20 15:00:00,Arjun Mehta,Antenna Replacement,2723,1,Completed
2753,2753,D0085,2026-01-24 15:00:00,Neha Sharma,Firmware Update,1216,1,Completed
2754,2754,D0085,2026-02-05 14:00:00,Vikas Rao,Antenna Replacement,3988,2,Completed
2755,2755,D0085,2026-02-05 16:00:00,Arjun Mehta,Firmware Update,925,2,Completed
2756,2756,D0085,2026-02-06 14:00:00,Amit Kumar,Antenna Replacement,2880,1,Completed
2757,2757,D0085,2026-02-09 23:00:00,Sneha Gupta,Antenna Replacement,3441,2,Completed
2758,2758,D0085,2026-02-11 15:00:00,Priya Verma,Antenna Replacement,2111,2,Completed
2759,2759,D0085,2026-02-12 15:00:00,Rohit Singh,Firmware Update,1561,2,Completed
2760,2760,D0085,2026-02-15 08:00:00,Karan Patel,Antenna Replacement,3492,2,Completed
2761,2761,D0085,2026-02-19 03:00:00,Anjali Nair,Antenna Replacement,3966,1,Completed
2762,2762,D0085,2026-02-19 18:00:00,Arjun Mehta,Antenna Replacement,3332,1,Completed
2763,2763,D0085,2026-02-22 04:00:00,Sneha Gupta,Antenna Replacement,1649,2,In Progress
2764,2764,D0085,2026-02-24 15:00:00,Arjun Mehta,Firmware Update,1237,2,Completed
2765,2765,D0085,2026-02-26 13:00:00,Priya Verma,Firmware Update,720,1,Completed
2766,2766,D0085,2026-02-28 03:00:00,Neha Sharma,Antenna Replacement,2579,2,Completed
2767,2767,D0085,2026-02-28 15:00:00,Amit Kumar,Firmware Update,1536,1,Completed
2768,2768,D0085,2026-03-04 14:00:00,Sneha Gupta,Firmware Update,1372,2,Completed
2769,2769,D0085,2026-03-05 09:00:00,Priya Verma,Antenna Replacement,2852,1,Completed
2770,2770,D0085,2026-03-12 08:00:00,Rohit Singh,Antenna Replacement,2901,2,Completed
2771,2771,D0085,2026-03-12 14:00:00,Neha Sharma,Firmware Update,1524,1,Completed
2772,2772,D0085,2026-03-12 17:00:00,Arjun Mehta,Firmware Update,1615,2,Completed
2773,2773,D0085,2026-03-14 16:00:00,Sneha Gupta,Firmware Update,1973,2,Completed
2774,2774,D0085,2026-03-16 19:00:00,Rahul Sharma,Antenna Replacement,2306,2,Completed
2775,2775,D0085,2026-03-18 05:00:00,Arjun Mehta,Antenna Replacement,3584,1,Completed
2776,2776,D0085,2026-03-18 14:00:00,Arjun Mehta,Firmware Update,1568,1,Completed
2777,2777,D0085,2026-03-21 14:00:00,Sneha Gupta,Antenna Replacement,2699,2,In Progress
2778,2778,D0085,2026-03-23 13:00:00,Rohit Singh,Firmware Update,823,1,Completed
2779,2779,D0085,2026-03-24 16:00:00,Arjun Mehta,Firmware Update,1568,1,Completed
2780,2780,D0085,2026-03-26 13:00:00,Neha Sharma,Antenna Replacement,2772,2,Completed
2781,2781,D0086,2026-01-04 17:00:00,Amit Kumar,Antenna Replacement,1942,1,In Progress
2782,2782,D0086,2026-01-08 02:00:00,Arjun Mehta,Antenna Replacement,2700,1,Completed
2783,2783,D0086,2026-01-15 08:00:00,Vikas Rao,Antenna Replacement,1937,1,Completed
2784,2784,D0086,2026-01-16 19:00:00,Rahul Sharma,Antenna Replacement,3038,2,In Progress
2785,2785,D0086,2026-01-17 20:00:00,Neha Sharma,Antenna Replacement,2907,1,Completed
2786,2786,D0086,2026-01-19 16:00:00,Priya Verma,Firmware Update,1756,2,Completed
2787,2787,D0086,2026-01-21 12:00:00,Rahul Sharma,Firmware Update,1713,2,Completed
2788,2788,D0086,2026-01-21 14:00:00,Rohit Singh,Antenna Replacement,1636,1,Completed
2789,2789,D0086,2026-01-22 16:00:00,Rahul Sharma,Firmware Update,1752,1,Completed
2790,2790,D0086,2026-01-26 19:00:00,Arjun Mehta,Antenna Replacement,2027,1,In Progress
2791,2791,D0086,2026-02-05 17:00:00,Neha Sharma,Firmware Update,1047,1,In Progress
2792,2792,D0086,2026-02-06 17:00:00,Rohit Singh,Antenna Replacement,3454,1,In Progress
2793,2793,D0086,2026-02-06 22:00:00,Priya Verma,Antenna Replacement,2746,1,In Progress
2794,2794,D0086,2026-02-11 13:00:00,Anjali Nair,Antenna Replacement,3129,1,Completed
2795,2795,D0086,2026-02-14 07:00:00,Priya Verma,Antenna Replacement,2754,2,Completed
2796,2796,D0086,2026-02-16 12:00:00,Sneha Gupta,Firmware Update,1544,2,Completed
2797,2797,D0086,2026-02-20 06:00:00,Neha Sharma,Antenna Replacement,2652,1,Completed
2798,2798,D0086,2026-02-25 13:00:00,Sneha Gupta,Antenna Replacement,2965,1,Completed
2799,2799,D0086,2026-02-26 14:00:00,Anjali Nair,Firmware Update,1359,2,Completed
2800,2800,D0086,2026-02-26 18:00:00,Rahul Sharma,Antenna Replacement,2456,1,Completed
2801,2801,D0086,2026-03-02 21:00:00,Sneha Gupta,Antenna Replacement,3609,1,Completed
2802,2802,D0086,2026-03-06 07:00:00,Priya Verma,Antenna Replacement,3642,2,In Progress
2803,2803,D0086,2026-03-07 09:00:00,Arjun Mehta,Antenna Replacement,2272,2,Completed
2804,2804,D0086,2026-03-09 06:00:00,Amit Kumar,Antenna Replacement,3782,1,Completed
2805,2805,D0086,2026-03-14 14:00:00,Amit Kumar,Firmware Update,1381,2,Completed
2806,2806,D0086,2026-03-15 08:00:00,Amit Kumar,Antenna Replacement,1580,1,Completed
2807,2807,D0086,2026-03-18 13:00:00,Rohit Singh,Firmware Update,1369,2,Completed
2808,2808,D0086,2026-03-18 15:00:00,Karan Patel,Antenna Replacement,3413,2,Completed
2809,2809,D0086,2026-03-18 23:00:00,Anjali Nair,Antenna Replacement,2456,2,Completed
2810,2810,D0086,2026-03-25 02:00:00,Priya Verma,Antenna Replacement,2241,1,Completed
2811,2811,D0086,2026-03-25 07:00:00,Priya Verma,Antenna Replacement,2413,1,In Progress
2812,2812,D0086,2026-03-26 14:00:00,Arjun Mehta,Antenna Replacement,2017,2,Completed
2813,2813,D0086,2026-03-27 08:00:00,Sneha Gupta,Antenna Replacement,3410,1,Completed
2814,2814,D0086,2026-03-27 13:00:00,Neha Sharma,Firmware Update,708,2,Completed
2815,2815,D0086,2026-03-30 13:00:00,Rohit Singh,Antenna Replacement,1725,2,Completed
2816,2816,D0086,2026-03-31 14:00:00,Karan Patel,Firmware Update,1643,1,Completed
2817,2817,D0087,2026-01-05 08:00:00,Arjun Mehta,Antenna Replacement,3069,2,Completed
2818,2818,D0087,2026-01-06 00:00:00,Sneha Gupta,Antenna Replacement,3886,1,Completed
2819,2819,D0087,2026-01-06 09:00:00,Karan Patel,Antenna Replacement,2795,1,Completed
2820,2820,D0087,2026-01-08 16:00:00,Amit Kumar,Firmware Update,1889,1,In Progress
2821,2821,D0087,2026-01-10 16:00:00,Vikas Rao,Firmware Update,1751,2,Completed
2822,2822,D0087,2026-01-13 15:00:00,Sneha Gupta,Firmware Update,812,2,Completed
2823,2823,D0087,2026-01-15 13:00:00,Sneha Gupta,Firmware Update,1500,2,Completed
2824,2824,D0087,2026-01-21 05:00:00,Anjali Nair,Antenna Replacement,2720,2,Completed
2825,2825,D0087,2026-01-21 15:00:00,Amit Kumar,Firmware Update,1012,1,Completed
2826,2826,D0087,2026-01-23 12:00:00,Rahul Sharma,Firmware Update,1283,1,In Progress
2827,2827,D0087,2026-01-23 14:00:00,Karan Patel,Firmware Update,649,2,In Progress
2828,2828,D0087,2026-01-30 16:00:00,Arjun Mehta,Antenna Replacement,2355,2,In Progress
2829,2829,D0087,2026-02-07 04:00:00,Neha Sharma,Antenna Replacement,2251,2,Completed
2830,2830,D0087,2026-02-09 12:00:00,Sneha Gupta,Antenna Replacement,3209,2,Completed
2831,2831,D0087,2026-02-16 23:00:00,Anjali Nair,Antenna Replacement,2881,2,In Progress
2832,2832,D0087,2026-02-19 16:00:00,Rahul Sharma,Antenna Replacement,1694,2,In Progress
2833,2833,D0087,2026-02-26 08:00:00,Rohit Singh,Antenna Replacement,1508,2,In Progress
2834,2834,D0087,2026-02-28 06:00:00,Neha Sharma,Antenna Replacement,1839,1,Completed
2835,2835,D0087,2026-03-02 12:00:00,Anjali Nair,Antenna Replacement,2004,2,Completed
2836,2836,D0087,2026-03-03 04:00:00,Priya Verma,Antenna Replacement,3918,1,Completed
2837,2837,D0087,2026-03-05 14:00:00,Priya Verma,Antenna Replacement,2019,1,In Progress
2838,2838,D0087,2026-03-05 21:00:00,Amit Kumar,Antenna Replacement,2545,1,Completed
2839,2839,D0087,2026-03-09 06:00:00,Rohit Singh,Antenna Replacement,1729,2,In Progress
2840,2840,D0087,2026-03-11 23:00:00,Karan Patel,Antenna Replacement,3971,1,Completed
2841,2841,D0087,2026-03-13 12:00:00,Rahul Sharma,Antenna Replacement,3007,1,Completed
2842,2842,D0087,2026-03-14 15:00:00,Anjali Nair,Firmware Update,954,2,Completed
2843,2843,D0087,2026-03-15 11:00:00,Sneha Gupta,Antenna Replacement,2482,2,Completed
2844,2844,D0087,2026-03-16 13:00:00,Karan Patel,Antenna Replacement,3410,2,Completed
2845,2845,D0087,2026-03-16 16:00:00,Sneha Gupta,Antenna Replacement,2322,2,Completed
2846,2846,D0087,2026-03-19 22:00:00,Rahul Sharma,Antenna Replacement,2256,2,In Progress
2847,2847,D0087,2026-03-28 17:00:00,Amit Kumar,Firmware Update,1660,2,Completed
2848,2848,D0087,2026-03-30 13:00:00,Amit Kumar,Firmware Update,1242,1,Completed
2849,2849,D0088,2026-01-03 11:00:00,Neha Sharma,Antenna Replacement,2636,2,Completed
2850,2850,D0088,2026-01-07 01:00:00,Karan Patel,Antenna Replacement,3085,1,Completed
2851,2851,D0088,2026-01-07 16:00:00,Vikas Rao,Firmware Update,1952,1,In Progress
2852,2852,D0088,2026-01-11 14:00:00,Amit Kumar,Firmware Update,519,2,In Progress
2853,2853,D0088,2026-01-15 06:00:00,Rahul Sharma,Antenna Replacement,3886,2,Completed
2854,2854,D0088,2026-01-21 16:00:00,Neha Sharma,Firmware Update,1998,1,Completed
2855,2855,D0088,2026-01-21 20:00:00,Arjun Mehta,Antenna Replacement,3348,1,Completed
2856,2856,D0088,2026-01-22 12:00:00,Anjali Nair,Antenna Replacement,2206,2,Completed
2857,2857,D0088,2026-02-03 15:00:00,Amit Kumar,Firmware Update,1723,2,Completed
2858,2858,D0088,2026-02-04 21:00:00,Rohit Singh,Antenna Replacement,3401,1,Completed
2859,2859,D0088,2026-02-10 19:00:00,Vikas Rao,Antenna Replacement,2564,1,In Progress
2860,2860,D0088,2026-02-15 17:00:00,Neha Sharma,Firmware Update,1712,1,Completed
2861,2861,D0088,2026-02-16 19:00:00,Neha Sharma,Antenna Replacement,3364,2,In Progress
2862,2862,D0088,2026-02-17 02:00:00,Priya Verma,Antenna Replacement,2250,2,In Progress
2863,2863,D0088,2026-02-19 12:00:00,Karan Patel,Firmware Update,1969,1,Completed
2864,2864,D0088,2026-02-23 09:00:00,Vikas Rao,Antenna Replacement,2328,2,Completed
2865,2865,D0088,2026-02-24 16:00:00,Rahul Sharma,Firmware Update,1892,2,In Progress
2866,2866,D0088,2026-02-27 02:00:00,Arjun Mehta,Antenna Replacement,3742,1,Completed
2867,2867,D0088,2026-02-27 22:00:00,Amit Kumar,Antenna Replacement,3853,2,In Progress
2868,2868,D0088,2026-03-08 08:00:00,Amit Kumar,Antenna Replacement,3942,1,Completed
2869,2869,D0088,2026-03-14 14:00:00,Karan Patel,Antenna Replacement,2812,1,Completed
2870,2870,D0088,2026-03-17 18:00:00,Sneha Gupta,Antenna Replacement,1627,2,In Progress
2871,2871,D0088,2026-03-18 14:00:00,Priya Verma,Antenna Replacement,2606,1,Completed
2872,2872,D0088,2026-03-22 14:00:00,Anjali Nair,Antenna Replacement,2822,2,Completed
2873,2873,D0088,2026-03-28 15:00:00,Sneha Gupta,Firmware Update,592,2,Completed
2874,2874,D0088,2026-03-29 12:00:00,Rahul Sharma,Antenna Replacement,3544,1,Completed
2875,2875,D0089,2026-01-01 14:00:00,Arjun Mehta,Firmware Update,1841,1,Completed
2876,2876,D0089,2026-01-01 23:00:00,Sneha Gupta,Antenna Replacement,1507,2,Completed
2877,2877,D0089,2026-01-05 14:00:00,Rahul Sharma,Firmware Update,1626,2,In Progress
2878,2878,D0089,2026-01-06 13:00:00,Arjun Mehta,Firmware Update,504,2,Completed
2879,2879,D0089,2026-01-08 03:00:00,Priya Verma,Antenna Replacement,3051,1,Completed
2880,2880,D0089,2026-01-11 14:00:00,Sneha Gupta,Firmware Update,1205,2,Completed
2881,2881,D0089,2026-01-11 15:00:00,Rohit Singh,Antenna Replacement,3718,1,Completed
2882,2882,D0089,2026-01-18 12:00:00,Rahul Sharma,Firmware Update,1652,1,In Progress
2883,2883,D0089,2026-01-18 13:00:00,Priya Verma,Firmware Update,1588,2,In Progress
2884,2884,D0089,2026-01-19 17:00:00,Vikas Rao,Antenna Replacement,3836,2,Completed
2885,2885,D0089,2026-01-22 23:00:00,Priya Verma,Antenna Replacement,2430,2,Completed
2886,2886,D0089,2026-01-25 03:00:00,Arjun Mehta,Antenna Replacement,3937,2,Completed
2887,2887,D0089,2026-01-25 07:00:00,Neha Sharma,Antenna Replacement,3505,1,Completed
2888,2888,D0089,2026-02-03 13:00:00,Sneha Gupta,Firmware Update,1629,2,Completed
2889,2889,D0089,2026-02-06 10:00:00,Arjun Mehta,Antenna Replacement,3301,1,Completed
2890,2890,D0089,2026-02-07 16:00:00,Neha Sharma,Antenna Replacement,3841,2,Completed
2891,2891,D0089,2026-02-12 14:00:00,Priya Verma,Firmware Update,1327,1,Completed
2892,2892,D0089,2026-02-25 05:00:00,Arjun Mehta,Antenna Replacement,2786,2,Completed
2893,2893,D0089,2026-02-26 10:00:00,Anjali Nair,Antenna Replacement,3741,1,Completed
2894,2894,D0089,2026-03-01 12:00:00,Priya Verma,Firmware Update,1516,1,Completed
2895,2895,D0089,2026-03-01 15:00:00,Rahul Sharma,Firmware Update,1708,1,Completed
2896,2896,D0089,2026-03-04 13:00:00,Vikas Rao,Firmware Update,1238,1,In Progress
2897,2897,D0089,2026-03-05 15:00:00,Sneha Gupta,Antenna Replacement,2843,2,In Progress
2898,2898,D0089,2026-03-07 04:00:00,Karan Patel,Antenna Replacement,3737,1,Completed
2899,2899,D0089,2026-03-10 13:00:00,Rohit Singh,Firmware Update,954,2,Completed
2900,2900,D0089,2026-03-14 21:00:00,Rohit Singh,Antenna Replacement,1702,2,Completed
2901,2901,D0089,2026-03-16 23:00:00,Rahul Sharma,Antenna Replacement,1755,2,Completed
2902,2902,D0089,2026-03-26 22:00:00,Rahul Sharma,Antenna Replacement,2544,2,Completed
2903,2903,D0089,2026-03-29 08:00:00,Priya Verma,Antenna Replacement,3139,1,Completed
2904,2904,D0089,2026-03-30 02:00:00,Arjun Mehta,Antenna Replacement,1602,2,In Progress
2905,2905,D0089,2026-03-30 17:00:00,Rohit Singh,Firmware Update,1637,1,Completed
2906,2906,D0090,2026-01-01 04:00:00,Anjali Nair,Antenna Replacement,3498,2,Completed
2907,2907,D0090,2026-01-03 00:00:00,Rohit Singh,Antenna Replacement,3744,2,In Progress
2908,2908,D0090,2026-01-04 21:00:00,Rahul Sharma,Antenna Replacement,2525,1,In Progress
2909,2909,D0090,2026-01-05 16:00:00,Rahul Sharma,Antenna Replacement,1650,2,Completed
2910,2910,D0090,2026-01-08 02:00:00,Sneha Gupta,Antenna Replacement,3849,2,Completed
2911,2911,D0090,2026-01-09 15:00:00,Amit Kumar,Firmware Update,612,1,In Progress
2912,2912,D0090,2026-01-15 12:00:00,Priya Verma,Firmware Update,1330,2,Completed
2913,2913,D0090,2026-01-18 07:00:00,Rohit Singh,Antenna Replacement,2171,1,Completed
2914,2914,D0090,2026-01-21 19:00:00,Priya Verma,Antenna Replacement,2518,1,Completed
2915,2915,D0090,2026-01-24 16:00:00,Rahul Sharma,Firmware Update,1121,2,Completed
2916,2916,D0090,2026-01-26 19:00:00,Rahul Sharma,Antenna Replacement,2432,1,In Progress
2917,2917,D0090,2026-01-28 09:00:00,Priya Verma,Antenna Replacement,1840,2,Completed
2918,2918,D0090,2026-01-29 13:00:00,Karan Patel,Firmware Update,579,1,Completed
2919,2919,D0090,2026-02-02 16:00:00,Sneha Gupta,Firmware Update,1625,2,Completed
